Region,Resource,Zone,Cluster,AnnualSum
EIC,EIC_batteries_1,1,1,-2.4291196042510662e7
EIC,EIC_biomass_1,1,1,7.920096278947325e7
EIC,EIC_conventional_hydroelectric_1,1,1,1.4563566151543632e9
EIC,EIC_conventional_steam_coal_1,1,1,0.0
EIC,EIC_conventional_steam_coal_2,1,2,0.0
EIC,EIC_hydroelectric_pumped_storage_1,1,1,10409.497742762096
EIC,EIC_natural_gas_fired_combined_cycle_1,1,1,0.0
EIC,EIC_natural_gas_fired_combined_cycle_2,1,2,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_1,1,1,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_2,1,2,0.0
EIC,EIC_natural_gas_internal_combustion_engine_1,1,1,0.0
EIC,EIC_natural_gas_steam_turbine_1,1,1,0.0
EIC,EIC_nuclear_1,1,1,141008.98747677347
EIC,EIC_offshore_wind_turbine_1,1,1,5.799622106402171e6
EIC,EIC_onshore_wind_turbine_1,1,1,2.3043512886083107e9
EIC,EIC_petroleum_liquids_1,1,1,0.0
EIC,EIC_small_hydroelectric_1,1,1,2.372190748071887e7
EIC,EIC_solar_photovoltaic_1,1,1,3.082369284221558e8
TRE,TRE_batteries_1,2,1,9.637413374502664e6
TRE,TRE_biomass_1,2,1,1.0749596592131678e7
TRE,TRE_conventional_hydroelectric_1,2,1,1.018280002905239e7
TRE,TRE_conventional_steam_coal_1,2,1,0.0
TRE,TRE_conventional_steam_coal_2,2,2,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,2,1,0.0
TRE,TRE_natural_gas_fired_combined_cycle_2,2,2,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,0.0
TRE,TRE_natural_gas_steam_turbine_1,2,1,0.0
TRE,TRE_nuclear_1,2,1,1.2328660116824238e9
TRE,TRE_onshore_wind_turbine_1,2,1,1.5836111303452394e9
TRE,TRE_petroleum_liquids_1,2,1,0.0
TRE,TRE_small_hydroelectric_1,2,1,117511.01861546574
