Region,Resource,Zone,Cluster,AnnualSum
EIC,EIC_batteries_1,1,1,-6.174610033973739e7
EIC,EIC_biomass_1,1,1,0.0
EIC,EIC_conventional_hydroelectric_1,1,1,0.0
EIC,EIC_conventional_steam_coal_1,1,1,0.0
EIC,EIC_conventional_steam_coal_2,1,2,0.0
EIC,EIC_hydroelectric_pumped_storage_1,1,1,-2.702591761423055e9
EIC,EIC_natural_gas_fired_combined_cycle_1,1,1,0.0
EIC,EIC_natural_gas_fired_combined_cycle_2,1,2,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_1,1,1,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_2,1,2,0.0
EIC,EIC_natural_gas_internal_combustion_engine_1,1,1,0.0
EIC,EIC_natural_gas_steam_turbine_1,1,1,0.0
EIC,EIC_nuclear_1,1,1,0.0
EIC,EIC_offshore_wind_turbine_1,1,1,0.0
EIC,EIC_onshore_wind_turbine_1,1,1,0.0
EIC,EIC_petroleum_liquids_1,1,1,0.0
EIC,EIC_small_hydroelectric_1,1,1,0.0
EIC,EIC_solar_photovoltaic_1,1,1,0.0
TRE,TRE_batteries_1,2,1,8124.234447086906
TRE,TRE_biomass_1,2,1,0.0
TRE,TRE_conventional_hydroelectric_1,2,1,0.0
TRE,TRE_conventional_steam_coal_1,2,1,0.0
TRE,TRE_conventional_steam_coal_2,2,2,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,2,1,0.0
TRE,TRE_natural_gas_fired_combined_cycle_2,2,2,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,0.0
TRE,TRE_natural_gas_steam_turbine_1,2,1,0.0
TRE,TRE_nuclear_1,2,1,0.0
TRE,TRE_onshore_wind_turbine_1,2,1,0.0
TRE,TRE_petroleum_liquids_1,2,1,0.0
TRE,TRE_small_hydroelectric_1,2,1,0.0
TRE,TRE_solar_photovoltaic_1,2,1,0.0
WECC,WECC_batteries_1,3,1,3.107046668047915e6
WECC,WECC_biomass_1,3,1,0.0
WECC,WECC_conventional_hydroelectric_1,3,1,0.0
WECC,WECC_conventional_steam_coal_1,3,1,0.0
WECC,WECC_conventional_steam_coal_2,3,2,0.0
WECC,WECC_geothermal_1,3,1,0.0
WECC,WECC_hydroelectric_pumped_storage_1,3,1,9.017647119400825e7
WECC,WECC_natural_gas_fired_combined_cycle_1,3,1,0.0
WECC,WECC_natural_gas_fired_combined_cycle_2,3,2,0.0
WECC,WECC_natural_gas_fired_combustion_turbine_1,3,1,0.0
WECC,WECC_natural_gas_fired_combustion_turbine_2,3,2,0.0
WECC,WECC_natural_gas_internal_combustion_engine_1,3,1,0.0
WECC,WECC_natural_gas_steam_turbine_1,3,1,0.0
WECC,WECC_nuclear_1,3,1,0.0
WECC,WECC_onshore_wind_turbine_1,3,1,0.0
WECC,WECC_petroleum_liquids_1,3,1,0.0
WECC,WECC_small_hydroelectric_1,3,1,0.0
WECC,WECC_solar_photovoltaic_1,3,1,0.0
WECC,WECC_distributed_generation_1,3,1,0.0
EIC,EIC_distributed_generation_1,1,1,0.0
TRE,TRE_distributed_generation_1,2,1,0.0
EIC,EIC_naturalgas_ccavgcf_moderate_0,1,0,0.0
EIC,EIC_naturalgas_ctavgcf_moderate_0,1,0,0.0
EIC,EIC_battery_moderate_0,1,0,-9.92654873561507e10
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,1,0,0.0
EIC,EIC_advnuclear_atb_moderate_0,1,0,0.0
EIC,EIC_storage_metalair_advanced_0,1,0,-1.0273430570282133e8
EIC,EIC_landbasedwind_class1_moderate_0,1,0,0.0
EIC,EIC_landbasedwind_class1_moderate_1,1,1,0.0
EIC,EIC_landbasedwind_class1_moderate_2,1,2,0.0
EIC,EIC_landbasedwind_class1_moderate_3,1,3,0.0
