Region,Resource,Zone,Cluster,AnnualSum
EIC,EIC_batteries_1,1,1,2.099775803904726e6
EIC,EIC_biomass_1,1,1,2.7136444818760607e7
EIC,EIC_conventional_hydroelectric_1,1,1,1.5036111173743463e8
EIC,EIC_conventional_steam_coal_1,1,1,0.0
EIC,EIC_conventional_steam_coal_2,1,2,0.0
EIC,EIC_hydroelectric_pumped_storage_1,1,1,1.6979471305576706e8
EIC,EIC_natural_gas_fired_combined_cycle_1,1,1,0.0
EIC,EIC_natural_gas_fired_combined_cycle_2,1,2,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_1,1,1,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_2,1,2,0.0
EIC,EIC_natural_gas_internal_combustion_engine_1,1,1,0.0
EIC,EIC_natural_gas_steam_turbine_1,1,1,0.0
EIC,EIC_nuclear_1,1,1,178.78438663281457
EIC,EIC_offshore_wind_turbine_1,1,1,152.35628452758743
EIC,EIC_onshore_wind_turbine_1,1,1,95.55651337795918
EIC,EIC_petroleum_liquids_1,1,1,0.0
EIC,EIC_small_hydroelectric_1,1,1,8.84791027675076e6
EIC,EIC_solar_photovoltaic_1,1,1,2.735655099844685
TRE,TRE_batteries_1,2,1,808841.3363668667
TRE,TRE_biomass_1,2,1,803894.0618083387
TRE,TRE_conventional_hydroelectric_1,2,1,1.2333208738908842e6
TRE,TRE_conventional_steam_coal_1,2,1,0.0
TRE,TRE_conventional_steam_coal_2,2,2,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,2,1,0.0
TRE,TRE_natural_gas_fired_combined_cycle_2,2,2,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,0.0
TRE,TRE_natural_gas_steam_turbine_1,2,1,0.0
TRE,TRE_nuclear_1,2,1,210.16739423366468
TRE,TRE_onshore_wind_turbine_1,2,1,95.28508211336992
TRE,TRE_petroleum_liquids_1,2,1,0.0
TRE,TRE_small_hydroelectric_1,2,1,15167.008996825503
TRE,TRE_solar_photovoltaic_1,2,1,311.50433307152275
WECC,WECC_batteries_1,3,1,6.692336637567082e6
