Region,Resource,Zone,Cluster,AnnualSum
EIC,EIC_batteries_1,1,1,337.1555931703108
EIC,EIC_biomass_1,1,1,0.0
EIC,EIC_conventional_hydroelectric_1,1,1,0.0
EIC,EIC_conventional_steam_coal_1,1,1,0.0
EIC,EIC_conventional_steam_coal_2,1,2,0.0
EIC,EIC_hydroelectric_pumped_storage_1,1,1,406343.00285582896
EIC,EIC_natural_gas_fired_combined_cycle_1,1,1,0.0
EIC,EIC_natural_gas_fired_combined_cycle_2,1,2,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_1,1,1,0.0
EIC,EIC_natural_gas_fired_combustion_turbine_2,1,2,0.0
EIC,EIC_natural_gas_internal_combustion_engine_1,1,1,0.0
EIC,EIC_natural_gas_steam_turbine_1,1,1,0.0
EIC,EIC_nuclear_1,1,1,0.0
EIC,EIC_offshore_wind_turbine_1,1,1,0.0
EIC,EIC_onshore_wind_turbine_1,1,1,0.0
EIC,EIC_petroleum_liquids_1,1,1,0.0
EIC,EIC_small_hydroelectric_1,1,1,0.0
EIC,EIC_solar_photovoltaic_1,1,1,0.0
TRE,TRE_batteries_1,2,1,75770.15936416546
TRE,TRE_biomass_1,2,1,0.0
TRE,TRE_conventional_hydroelectric_1,2,1,0.0
TRE,TRE_conventional_steam_coal_1,2,1,0.0
TRE,TRE_conventional_steam_coal_2,2,2,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,2,1,0.0
TRE,TRE_natural_gas_fired_combined_cycle_2,2,2,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_1,2,1,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_2,2,2,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,2,1,0.0
TRE,TRE_natural_gas_steam_turbine_1,2,1,0.0
TRE,TRE_nuclear_1,2,1,0.0
TRE,TRE_onshore_wind_turbine_1,2,1,0.0
TRE,TRE_petroleum_liquids_1,2,1,0.0
TRE,TRE_small_hydroelectric_1,2,1,0.0
TRE,TRE_solar_photovoltaic_1,2,1,0.0
WECC,WECC_batteries_1,3,1,384824.64731505903
WECC,WECC_biomass_1,3,1,0.0
WECC,WECC_conventional_hydroelectric_1,3,1,0.0
WECC,WECC_conventional_steam_coal_1,3,1,0.0
WECC,WECC_conventional_steam_coal_2,3,2,0.0
WECC,WECC_geothermal_1,3,1,0.0
WECC,WECC_hydroelectric_pumped_storage_1,3,1,4.522968918751279e6
WECC,WECC_natural_gas_fired_combined_cycle_1,3,1,0.0
WECC,WECC_natural_gas_fired_combined_cycle_2,3,2,0.0
WECC,WECC_natural_gas_fired_combustion_turbine_1,3,1,0.0
WECC,WECC_natural_gas_fired_combustion_turbine_2,3,2,0.0
WECC,WECC_natural_gas_internal_combustion_engine_1,3,1,0.0
WECC,WECC_natural_gas_steam_turbine_1,3,1,0.0
WECC,WECC_nuclear_1,3,1,0.0
WECC,WECC_onshore_wind_turbine_1,3,1,0.0
WECC,WECC_petroleum_liquids_1,3,1,0.0
WECC,WECC_small_hydroelectric_1,3,1,0.0
WECC,WECC_solar_photovoltaic_1,3,1,0.0
WECC,WECC_distributed_generation_1,3,1,0.0
EIC,EIC_distributed_generation_1,1,1,0.0
TRE,TRE_distributed_generation_1,2,1,0.0
EIC,EIC_naturalgas_ccavgcf_moderate_0,1,0,0.0
EIC,EIC_naturalgas_ctavgcf_moderate_0,1,0,0.0
EIC,EIC_battery_moderate_0,1,0,1.6576016694290256e7
EIC,EIC_naturalgas_ccccsavgcf_conservative_0,1,0,0.0
EIC,EIC_advnuclear_atb_moderate_0,1,0,0.0
EIC,EIC_storage_metalair_advanced_0,1,0,-1.111398102841353e6
EIC,EIC_landbasedwind_class1_moderate_0,1,0,5.226044201444087e7
EIC,EIC_landbasedwind_class1_moderate_1,1,1,49.62580326750005
EIC,EIC_landbasedwind_class1_moderate_2,1,2,49.04037179134443
EIC,EIC_landbasedwind_class1_moderate_3,1,3,34.378705200247275
EIC,EIC_landbasedwind_class1_moderate_4,1,4,77.74442889867292
EIC,EIC_landbasedwind_class1_moderate_5,1,5,34.84374650165393
EIC,EIC_landbasedwind_class1_moderate_6,1,6,40.8747441155593
EIC,EIC_landbasedwind_class1_moderate_7,1,7,32.18693322631445
EIC,EIC_landbasedwind_class1_moderate_8,1,8,34.309170844380034
EIC,EIC_landbasedwind_class1_moderate_9,1,9,13.284901211827194
EIC,EIC_utilitypv_class1_moderate_0,1,0,398.9022926179571
EIC,EIC_utilitypv_class1_moderate_1,1,1,1172.5181870997621
EIC,EIC_utilitypv_class1_moderate_2,1,2,220.54330645767368
EIC,EIC_utilitypv_class1_moderate_3,1,3,338.4551181294928
EIC,EIC_utilitypv_class1_moderate_4,1,4,198.32232395957465
EIC,EIC_utilitypv_class1_moderate_5,1,5,145.26467163984856
EIC,EIC_utilitypv_class1_moderate_6,1,6,136.56503285144962
EIC,EIC_utilitypv_class1_moderate_7,1,7,155.11264012827567
EIC,EIC_utilitypv_class1_moderate_8,1,8,111.87582369114372
EIC,EIC_utilitypv_class1_moderate_9,1,9,31.275438751518724
EIC,EIC_offshorewind_class3_moderate_fixed_1_0,1,0,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_1,1,1,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_2,1,2,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_3,1,3,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_4,1,4,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_5,1,5,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_6,1,6,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_7,1,7,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_8,1,8,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_1_9,1,9,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_0,1,0,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_1,1,1,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_4,1,4,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_5,1,5,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_10,1,10,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_11,1,11,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_18,1,18,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_19,1,19,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_28,1,28,0.0
EIC,EIC_offshorewind_class3_moderate_fixed_0_29,1,29,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_0,1,0,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_1,1,1,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_6,1,6,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_7,1,7,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_18,1,18,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_19,1,19,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_38,1,38,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_39,1,39,0.0
EIC,EIC_offshorewind_class12_moderate_floating_1_68,1,68,0.0
